Contig	X3	M5	M1	X5	C1	X4	M3	X6	H4	C3	M2	H6	H1	C4	H5	X2	H2	C2	M6	C6	H3	X1	C5	M4
C3_25326	0	0	0	0	54	4	0	0	13	124	0	0	57	42	43	0	61	13	0	36	36	2	22	0
C3_2534	0	0	24	2	0	0	0	0	0	215	0	2	128	0	0	0	0	0	0	0	22	0	0	0
C3_25350	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	9	0	0	0	0	0	0
C3_25361	0	47	124	22	1519	28	7	1	2	9290	3	3	127	30	4	54	104	61	27	43	3	46	0	105
C3_25375	0	0	0	0	18	0	0	0	0	72	0	0	0	0	0	0	0	88	0	0	0	0	0	0
C3_254	0	0	0	0	53	0	0	0	0	125	0	6	0	0	3	0	2	57	0	0	0	0	0	0
C3_25403	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	7	0	0	0	0	0	0
C3_25425	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	9	54	0	0	0	0	2	0
C3_25437	0	6	8	11	5	27	2	0	0	67	0	8	11	0	0	13	6	36	10	1	7	9	0	30
C3_25443	0	0	0	1	1	0	0	0	0	162	3	0	9	54	0	0	18	20	0	46	0	1	5	0
C3_2545	0	0	4	2	39	0	0	0	1	195	0	0	83	0	1	6	47	23	0	1	53	0	18	0
C3_25461	0	0	0	0	0	0	0	0	0	94	0	0	6	0	0	0	2	65	0	4	1	0	0	0
C3_25483	0	0	0	1	0	2	0	0	0	143	0	2	1	0	0	0	0	8	0	2	0	0	2	0
C3_25525	0	0	0	0	0	0	0	0	0	444	0	0	1	0	0	0	0	18	0	56	0	0	0	0
C3_25544	0	0	0	0	10	0	0	0	39	328	0	8	8	0	82	0	18	6	0	2	5	0	6	0
C3_2555	0	4	0	0	2	2	0	0	127	704	0	13	15	6	3	4	3	16	5	11	7	1	5	3
C3_25575	0	39	47	33	508	36	57	0	418	3233	30	60	384	152	440	37	339	531	298	343	382	17	572	39
C3_25586	0	0	1	0	4	1	0	0	0	6851	0	4	121	2	8	0	16	1223	0	65	27	0	7	0
C3_25599	6	431	335	219	994	657	330	131	3842	8650	196	87	715	2163	1880	259	1138	2793	386	729	586	701	1501	280
C3_25603	0	0	12	0	0	3	7	0	0	115	0	0	8	2	3	0	0	16	1	11	0	0	0	0
C3_25611	0	0	0	0	146	2	0	0	0	337	0	8	2	0	7	0	2	124	0	8	96	0	4	18
C3_25669	0	18	18	0	0	0	2	0	0	281	0	0	12	0	0	9	6	0	13	0	1	4	0	0
C3_25704	0	0	0	2	17	0	0	0	4	323	0	0	0	0	0	0	0	2	0	23	0	0	8	11
C3_25756	0	0	2	0	0	0	0	0	0	62	0	4	0	0	2	0	0	0	0	0	0	0	0	0
C3_25757	0	0	0	0	0	0	0	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3_2578	0	3	1	9	4	0	1	0	0	103	0	0	8	0	7	0	5	4	5	20	0	2	0	2
C3_25799	2	22	69	63	306	114	118	7	178	100	728	20	453	0	32	5	1111	73	9	31	247	38	135	84
C3_25851	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3_25904	0	0	3	0	5	0	6	0	0	121	0	0	0	0	0	0	0	4	0	8	6	0	0	0
C3_25913	0	3	0	9	0	6	0	0	0	1873	2	0	7	5	0	6	0	60	0	0	0	0	0	1
C3_25923	0	0	0	0	0	1	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3_25925	0	2	6	4	173	11	0	0	2	281	1	2	0	0	4	0	2	400	4	44	0	3	178	12
C3_25926	0	0	0	0	2	0	0	0	0	62	0	0	24	0	0	0	63	0	0	0	8	0	0	0
C3_25928	0	0	0	0	14	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3_25932	0	0	2	0	2	2	0	0	3	31	0	0	5	0	0	0	2	23	0	0	0	0	1	5
C3_25942	0	0	0	17	59	3	0	3	15	3678	0	2	1	0	2	9	0	532	0	26	1	0	2	0
C3_25965	0	0	0	5	4	0	0	0	0	163	0	0	1	0	0	3	4	4	0	0	0	0	0	0
C3_25975	0	6	13	12	2	2	11	0	8	208	0	37	29	14	2	1	12	52	23	4	22	22	24	4
C3_25979	0	0	0	0	0	0	0	0	2	104	0	0	0	0	2	0	2	5	0	0	0	6	0	0
C3_25980	0	54	12	19	45	53	14	0	64	142	4	9	169	2	25	2	222	47	5	2	153	13	17	11
C3_26024	0	9	7	0	1	0	0	0	2	59	0	0	0	0	0	2	4	2	0	1	2	5	0	0
C3_26032	0	0	15	4	1	4	0	0	13	1921	0	0	6	7	1	5	5	188	0	6	1	5	48	0
C3_26042	0	1	10	4	32	2	13	1	0	372	0	0	3	23	0	0	0	0	13	28	0	13	0	11
C3_26063	2	9	10	29	668	12	1	0	31	107061	10	21	39	185	67	2	35	23288	38	407	33	5	2320	139
C3_26108	0	0	1	0	22	0	1	0	1	174	0	0	15	13	0	0	5	0	1	0	0	0	4	0
C3_26128	0	0	0	0	0	0	0	0	0	99	0	0	4	0	0	0	0	0	0	0	0	0	0	0
C3_26220	0	56	39	27	4	43	6	0	31	427	5	81	49	0	153	6	10	33	43	13	5	6	59	284
C3_26242	0	15	7	29	11	54	0	10	0	127	0	0	29	5	0	11	16	1	4	6	37	30	2	38
C3_26252	0	0	7	14	31	4	0	4	0	387	0	0	4	36	0	0	0	8	5	6	0	0	20	7
C3_26261	0	0	2	0	1	0	0	0	0	142	0	0	0	1	0	0	5	10	0	12	0	0	5	2
C3_26262	0	0	0	0	0	0	0	0	0	504	0	0	13	0	0	0	21	31	0	0	6	0	0	0
C3_26269	0	0	0	68	146	0	0	0	2	1584	0	0	0	0	8	68	12	196	0	18	0	0	0	0
C3_2627	0	10	19	45	0	13	5	5	0	270	0	0	8	0	0	83	6	10	29	3	0	19	0	28
C3_26316	0	0	0	1	0	0	0	0	0	61	0	0	0	0	0	0	4	12	1	0	0	0	0	0
C3_26331	1	64	285	27	1519	190	149	18	73	3723	306	129	128	130	6964	33	319	288	57	440	257	17	1092	94
C3_26385	0	80	42	15	514	35	10	2	17	1224	8	0	104	45	0	11	156	79	50	49	105	44	278	29
C3_26416	0	19	2	22	2	1	4	0	0	76	0	0	2	0	0	0	0	5	0	4	0	7	0	5
C3_26508	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	20	0	0	0	0
C3_26511	0	0	0	5	0	10	0	0	0	164	0	0	0	0	0	0	0	6	0	28	0	0	4	0
C3_26536	0	0	34	0	67	2	0	0	2	19113	0	50	0	0	0	0	4	2	0	0	219	0	0	7
C3_26556	0	0	3	1	1	2	1	0	0	88	0	0	0	0	0	4	0	0	0	0	0	1	0	0
C3_26561	0	0	0	0	1	2	0	0	0	3935	0	0	32	0	0	0	4	104	0	4	4	0	0	0
C3_26590	0	0	0	0	0	0	0	0	0	803	0	42	2	0	33	0	47	10	0	2	0	0	2	0
C3_26643	0	0	0	0	0	0	2	0	0	580	0	0	21	0	0	0	4	37	0	0	1	0	0	0
C3_26678	0	18	48	37	120	143	69	5	429	1589	20	29	152	1223	305	59	255	219	34	464	459	102	244	22
C3_26704	0	4	0	0	0	1	2	0	0	187	0	0	0	0	0	0	2	13	0	0	0	0	0	0
C3_26713	0	9	25	1	0	2	1	0	2	100	0	0	2	0	2	7	19	9	2	2	5	0	0	19
C3_26719	0	0	0	6	0	2	0	0	14	643	0	0	2	2	7	18	7	2	0	0	14	0	11	0
C3_26732	0	83	84	24	154	33	13	0	3588	13834	41	715	518	62	517	23	821	402	20	1700	305	85	702	23
C3_26740	0	73	18	16	25	3	93	0	3	1459	0	115	23	767	2	9	5	593	19	105	48	31	3	4
C3_26753	0	186	110	35	521	59	75	4	689	1134	13	60	359	141	539	37	297	402	496	187	438	30	631	184
C3_26755	0	126	40	179	291	200	2	8	0	1485	0	0	493	7	0	76	382	288	38	40	206	72	8	368
C3_2682	0	0	0	0	0	0	0	0	0	210	0	0	9	0	0	0	8	2	0	0	0	0	0	0
C3_26820	0	0	0	0	0	0	0	0	2	15	1	0	0	36	0	0	0	1	0	3	0	0	0	0
C3_26833	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	1	1	0	0	0
C3_26847	1	0	16	40	0	0	0	0	0	198	0	0	64	0	0	6	2	4	0	0	0	85	0	0
C3_26857	0	0	0	0	0	0	0	0	0	61	0	0	3	6	0	0	0	0	0	2	0	0	2	0
C3_26898	0	0	0	0	0	0	0	0	319	799	0	7	0	0	1	0	0	355	0	0	0	0	26	0
C3_26932	0	6	3	0	0	1	0	0	0	44	0	0	2	0	0	3	0	0	1	1	0	20	0	2
C3_26944	0	0	34	0	130	0	81	0	0	2470	0	4	0	11	6	0	1	175	2	139	9	0	11	0
C3_26961	0	0	0	0	8	0	0	0	0	181	0	0	4	0	2	0	3	39	0	8	0	4	0	0
C3_2701	9	16	185	935	112	592	101	294	32	1974	23	0	2340	77	4	128	1911	6248	178	342	342	70	76	4
C3_27036	0	0	0	0	37	0	6	0	1	53	0	4	0	66	0	0	0	45	0	25	0	0	0	0
C3_2704	2	125	182	75	290	105	142	39	66	3062	27	11	125	690	35	67	168	240	208	357	49	144	308	123
C3_27066	0	8	48	0	5	3	44	0	5	19599	12	0	16	36	170	0	27	3633	1	1	113	2	347	37
C3_27074	0	0	2	2	7	0	0	0	0	249	0	0	7	180	0	0	7	2	4	0	7	0	13	0
C3_2711	2	4	20	1	60	33	18	0	188	5405	8	2	33	54	70	8	24	186	0	76	30	13	1074	18
C3_27135	0	0	18	10	16	50	0	0	0	117	0	0	81	0	0	2	27	18	0	0	13	0	0	0
C3_27152	0	4	0	0	2	0	2	0	0	176	0	0	1	0	0	0	2	11	13	0	0	15	0	0
C3_27155	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	10	0	0	0	0
C3_27174	0	0	0	0	3	0	0	0	1	75	0	0	0	0	0	0	0	8	0	5	0	0	0	0
C3_27177	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3_27179	0	2	0	0	0	1	20	0	0	5392	1	9	3	0	8	0	0	4	0	1	0	0	1	0
C3_27186	0	0	0	0	0	0	5	0	0	240	0	0	5	0	0	0	0	23	0	0	2	0	0	0
C3_27225	0	0	2	0	8	0	27	0	128	499	153	13	0	24	4	0	63	210	3	2	0	0	4	19
C3_27226	0	0	2	0	44	5	0	0	523	1310	0	67	191	18	51	4	86	435	2	45	567	3	189	0
C3_27237	2	0	0	44	0	61	0	22	0	508	2	0	0	30	0	46	6	2	0	0	0	53	2	1
C3_27243	0	0	1	0	30	0	0	0	15	548	0	5	5	14	28	0	4	139	0	27	2	0	56	0
C3_27264	0	0	0	0	4	0	0	0	0	26	0	2	0	5	0	0	0	0	0	0	20	0	6	0
C3_27296	0	0	0	0	29	0	0	0	0	59	0	0	1	4	1	0	2	1	0	0	0	0	6	0
C3_2733	0	0	0	2	0	0	0	0	0	184	2	0	0	2	0	0	2	0	0	0	0	0	0	0
C3_27336	2	163	251	218	1252	425	56	72	463	1126	66	27	374	63	50	59	562	236	164	211	355	293	802	154
C3_27347	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3_2736	0	0	9	0	169	0	1	0	1664	3709	4	176	148	111	86	0	106	1213	0	159	212	2	594	0
C3_27360	0	42	4	101	210	1978	22	0	8	798	55	96	536	53	36	0	119	46	12	52	86	0	438	46
C3_27361	0	18	11	2	0	0	0	0	0	242	3	0	6	0	0	2	4	2	19	4	0	0	0	2
C3_27373	0	1	36	8	0	4	4	3	30	2979	0	0	26	52	0	6	17	1224	1	34	2	4	21	2
C3_27386	0	0	8	35	0	2	3	5	0	217	0	2	2	1	0	4	2	23	0	111	14	5	0	0
C3_27403	0	0	0	0	0	0	0	0	7	65	0	0	0	0	6	0	0	0	0	0	6	0	0	0
C3_27475	0	7	7	99	36	11	16	21	0	142	1	0	0	50	0	0	8	9	3	52	0	19	2	16
C3_27479	0	1	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3_27485	0	298	91	519	131	56	78	90	30	498	23	9	219	218	2	69	139	204	85	29	10	180	42	130
C3_27501	0	0	4	0	1	0	0	0	1	833	0	0	0	2	0	0	4	278	1	2	0	0	18	0
C3_27502	0	0	0	0	1	0	0	0	0	359	0	0	4	0	0	0	0	0	0	0	0	0	0	0
C3_27532	0	0	8	0	70	0	0	0	18	63	0	8	11	0	22	0	11	10	0	0	6	0	0	0
C3_27536	0	0	19	0	0	0	0	0	0	2588	0	0	0	0	0	0	0	6	0	0	0	0	0	0
C3_27553	0	2	3	6	12	0	0	2	3	2842	0	0	13	2	4	3	25	216	1	120	17	6	39	0
C3_27559	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	2	0	41	0	0	0	0	1	0
C3_27560	0	0	0	0	0	0	0	0	0	279	0	0	13	0	0	0	8	13	0	0	0	0	0	0
C3_27563	2	12	21	41	129	91	10	20	20	329	19	3	224	113	45	43	221	135	17	29	121	69	45	8
C3_27604	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	18	0	0	0
C3_27634	0	0	0	0	0	0	0	0	0	92	0	0	6	0	0	0	0	0	0	0	0	0	0	0
C3_2764	0	11	11	0	279	2	0	0	234	431	0	35	313	72	360	0	186	268	22	109	269	2	427	4
C3_27656	0	0	0	0	0	0	0	0	4	50	3	0	5	0	0	2	8	14	12	32	0	1	36	2
C3_27659	0	113	36	16	45	4	10	0	0	139	1	0	1	4	2	16	18	71	106	8	0	23	0	25
C3_27695	0	0	0	0	1	0	0	0	7	33	0	2	0	0	0	0	0	58	0	1	0	0	0	0
C3_27748	0	9	31	4	101	23	6	13	14	291	0	0	66	14	2	0	169	31	0	21	29	1	55	10
C3_27752	0	5	10	6	8	0	5	0	4	267	0	0	27	0	23	5	20	12	13	27	2	3	0	0
C3_27755	0	0	0	0	0	0	0	0	0	104	0	0	6	2	0	0	2	3	0	3	0	0	0	4
C3_27773	0	0	0	1	0	36	0	3	0	154	2	0	0	3	0	13	1	85	0	6	0	30	0	0
C3_27785	0	61	0	0	160	0	20	0	227	336	13	62	46	2	12	0	18	698	2	1513	14	8	52	79
C3_27851	0	16	15	0	1	40	11	0	0	821	3	0	23	0	13	1	11	347	9	10	2	0	84	39
C3_27863	0	0	0	0	0	0	0	0	1	125	2	0	0	0	0	0	0	0	0	0	0	0	0	0
C3_27867	0	0	0	0	0	0	0	0	0	50	0	0	3	0	0	2	6	14	186	0	0	0	0	0
C3_27879	0	0	0	2	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	33	0	0	6	0
C3_27886	0	0	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3_27931	2	0	0	21	0	32	0	17	0	207	0	0	0	13	0	13	0	16	0	0	0	29	4	0
C3_27934	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3_28014	0	21	8	8	9	6	6	0	4	379	0	0	32	22	1	1	24	18	1	11	19	9	2	13
C3_2803	0	0	0	0	0	0	1	0	0	8473	1	0	3	10	0	0	2	64	0	2	0	0	2	2
C3_28065	0	3	2	12	0	20	1	0	11	67	1	0	0	0	0	0	2	68	0	0	7	13	0	0
C3_28097	0	11	31	2	21	10	18	0	14	488	6	0	28	216	19	9	35	28	2	81	15	4	47	25
C3_28117	0	0	0	0	0	0	12	0	0	161	18	0	0	0	0	0	0	8	5	0	0	0	0	0
C3_28148	0	0	0	0	0	0	0	0	0	699	0	0	0	4	0	1	0	34	0	0	0	0	0	0
C3_28180	0	6	16	12	93	26	11	8	26	308	0	7	81	234	140	7	81	713	5	31	17	45	52	15
C3_28205	0	95	150	117	6	268	27	9	4	1816	126	0	74	0	1	283	14	13	187	0	0	248	0	103
C3_28222	0	2	2	0	983	1	2	0	354	10023	0	43	160	0	197	0	61	2033	0	5	1286	0	11	0
C3_28230	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3_2824	0	0	15	1	40	5	1	0	0	1063	2	8	1	170	0	0	0	156	0	75	0	0	195	0
C3_28256	2	33	360	7	203	20	35	0	74	554	67	31	595	194	15	72	471	100	46	74	1269	54	91	2280
C3_2826	0	0	0	0	0	0	0	0	0	1176	0	0	2	2	0	3	3	33	0	0	0	0	6	0
C3_28260	0	0	0	4	23	0	0	0	0	105	0	0	47	0	0	0	46	47	2	93	0	3	0	0
C3_28291	0	20	7	0	0	0	7	0	0	210	8	0	5	0	1	0	3	4	67	0	0	55	0	0
C3_28293	0	2	49	17	154	7	56	0	2	97	8	1	83	0	0	8	19	4	89	6	7	16	0	341
C3_28324	0	0	0	0	16	0	0	0	0	77	0	0	2	0	0	0	0	44	0	0	0	0	0	0
C3_28340	0	0	0	0	20	0	6	0	0	56	0	0	0	0	0	0	0	18	0	0	0	0	0	0
C3_28379	0	1	0	0	29	0	4	0	0	200	0	0	1	0	0	0	1	156	0	60	0	0	9	0
C3_28421	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	7	1	5	0	1	3	0	0
C3_28436	0	0	0	0	0	0	0	0	0	885	0	0	10	10	0	0	0	0	0	0	0	0	0	0
C3_28450	0	0	0	0	0	0	0	0	0	1385	0	1	30	18	0	0	10	4	0	0	0	0	0	0
C3_28456	4	19	23	15	171	16	77	10	0	590	3	0	59	13	0	6	38	82	9	213	0	113	8	68
C3_28459	0	0	0	0	8	0	0	0	0	1194	0	0	0	118	39	0	0	276	0	6	0	0	4	0
C3_28481	0	4	3	1	10	0	0	0	0	81	0	0	6	3346	0	4	6	38	0	0	0	0	0	0
C3_28524	0	1	5	23	396	12	0	0	7	1460	0	7	0	0	181	5	1	1214	2	959	0	13	269	1
C3_28535	0	0	14	0	20	0	0	0	0	1295	0	2	0	7	0	0	0	200	0	64	0	6	18	3
C3_28543	0	34	14	2	26	4	20	0	1	235	0	16	21	22	0	7	6	6	12	35	6	16	6	11
C3_28554	0	0	19	0	0	0	0	0	0	135	0	0	41	0	0	2	15	13	0	0	12	0	0	0
C3_28592	0	0	0	0	0	0	0	0	0	1263	1	0	7	0	0	0	199	10	1	2	0	0	1	0
C3_28610	0	0	0	0	5	0	0	0	53	300	0	0	11	0	0	0	18	0	0	0	0	0	15	0
C3_28611	3	55	35	78	108	12	102	35	14	1624	30	4	28	56	19	20	15	203	33	63	1	43	36	49
C3_28628	0	1	5	0	6	3	0	0	0	93	0	0	5	0	0	3	1	1	0	0	0	0	3	5
C3_28646	0	5	6	4	2	2	7	0	0	43	3	0	4	0	0	2	0	7	7	2	0	5	2	6
C3_2866	0	0	94	13	18	74	16	8	1	112	28	0	9	0	0	0	39	2	4	23	0	45	0	4
C3_28675	2	11	36	41	66	68	79	4	0	1712	4	0	43	6	0	93	7	9	44	206	0	118	12	241
C3_28683	2	133	72	32	465	75	38	5	341	531	24	18	371	177	256	68	282	266	925	56	408	20	228	149
C3_28729	0	0	0	0	1	0	0	0	0	358	0	0	0	12	0	0	3	7	0	19	0	0	0	4
C3_28786	0	0	0	0	12	0	0	0	0	110	0	0	0	0	9	0	1	0	0	0	2	0	4	0
C3_28787	0	0	0	1	0	0	0	0	0	52	0	0	4	0	0	0	22	58	0	2	0	0	0	0
C3_28821	1	32	76	67	823	58	35	20	23	484	15	8	214	140	657	39	137	58	31	95	79	27	175	43
C3_28838	0	8	10	0	0	0	0	0	0	58	0	2	0	10	0	0	0	66	5	0	0	0	0	13
C3_28880	0	0	0	0	0	0	0	0	0	1283	0	11	3	0	0	0	1	97	0	0	0	0	1	0
C3_28893	18	49	1022	3532	11390	87	501	320	2	4468	5	0	2109	468	0	1439	1113	2471	70	417	158	1448	0	299
C3_28907	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3_28910	0	0	0	0	1	0	0	0	0	726	0	0	0	0	0	0	0	36	0	27	0	0	14	0
C3_28923	2	235	152	131	381	96	1147	44	87	6787	12	7	218	75	67	125	81	415	145	207	9	143	136	144
C3_28947	0	0	0	0	0	0	0	0	0	222	0	0	0	0	1	0	0	8	0	11	0	0	0	0
C3_28988	0	0	4	2	0	0	0	0	0	375	0	0	4	0	0	0	3	2	12	0	0	0	0	0
C3_29040	0	0	0	0	3	0	0	0	139	193	0	2	9	0	0	0	30	0	0	0	0	0	25	0
C3_29049	0	0	0	11	0	0	0	0	2	171	0	0	8	0	16	0	0	2	0	0	0	14	0	0
C3_29134	0	0	0	0	43	0	1	0	0	85	0	2	0	66	0	0	0	20	0	10	0	0	0	3
C3_29167	0	4	0	19	0	11	4	0	5	140	0	0	7	16	0	28	12	8	2	18	2	9	0	4
C3_29203	0	8	5	2	12	0	25	0	2	107	0	4	16	16	8	0	6	79	5	0	3	2	4	5
C3_29246	0	3	10	12	57	2	0	0	727	171	0	24	219	20	90	8	734	20	0	51	93	10	278	6
C3_29274	0	33	17	7	88	16	93	1	2	280	2	35	30	42	0	11	11	18	39	80	22	47	4	38
C3_29279	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3_29282	0	0	0	0	0	11	0	0	0	247	1	0	7	2	0	0	9	16	0	0	2	4	0	0
C3_29289	0	0	0	0	0	0	0	0	4	284	0	1	0	0	2	0	0	175	0	0	0	0	0	0
C3_29294	0	2	1	0	0	0	0	0	0	104	0	0	15	0	7	0	0	0	3	1	0	0	17	2
C3_29321	0	0	0	0	6	0	5	0	1	100	0	0	0	0	0	0	0	0	0	6	1	1	0	0
C3_29328	0	110	41	0	0	0	0	2	0	672	3	33	6	91	0	0	0	826	28	288	69	0	0	42
C3_29355	0	11	13	3	7	0	0	1	5	112	0	9	5	0	8	6	5	5	20	2	2	14	3	15
C3_29369	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	2	0	0	0	1	0	0	0
C3_2937	0	69	84	26	160	115	76	18	412	672	53	40	222	1323	178	36	403	451	35	547	1175	669	222	67
C3_29379	0	0	0	2	0	0	0	0	0	177	0	0	0	0	0	14	0	0	0	0	0	3	0	2
C3_29386	0	0	0	0	0	0	0	0	92	287	0	0	59	0	0	0	28	0	0	2	5	0	2	0
C3_29390	0	0	0	0	1	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3_29414	0	10	7	21	99	18	8	21	4	268	0	0	13	23	0	17	42	36	24	15	17	2	153	21
C3_29487	0	0	0	0	0	4	0	0	12	34	6	0	6	32	0	4	0	27	2	5	0	4	20	0
C3_29496	6	40	16	48	134	39	4	45	0	340	0	0	133	50	0	85	63	52	48	35	0	158	160	90
C3_29505	0	4	0	21	0	0	0	0	1	93	0	0	1	0	0	0	0	58	0	10	0	0	0	0
C3_29522	0	0	0	0	68	2	0	0	0	111	0	4	0	0	2	0	10	53	0	6	31	0	0	10
C3_29526	0	25	71	56	86	0	10	9	101	2025	5	1	221	0	495	0	76	106	40	315	17	34	0	59
C3_29577	0	7	0	68	9	14	0	6	6	334	8	6	34	7	0	15	10	0	2	0	13	32	4	46
C3_29584	5	47	108	176	403	181	87	20	641	396	24	33	526	66	307	101	726	145	78	166	1045	152	192	50
C3_29638	0	0	0	0	0	0	0	0	0	853	0	0	0	0	0	0	0	2	0	10	0	0	0	0
C3_29645	0	0	0	0	0	0	0	0	0	9166	0	0	0	2	0	0	0	298	0	30	0	0	14	0
C3_29653	0	0	8	2	6	0	3	0	0	117	0	0	7	0	0	3	1	40	6	0	4	0	0	2
C3_29728	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	4	0	0	0	3	0	0	0
C3_29792	0	24	20	0	2	0	0	0	293	123	2	14	4	2	220	4	4	69	8	4	10	5	28	4
C3_29800	2	1627	152	133	161	39	21	43	0	371	17	4	58	50	20	79	25	125	2156	85	0	189	2	228
C3_29827	0	0	0	2	0	1	0	0	0	252	0	0	0	0	0	1	0	5	0	0	0	1	0	0
C3_29841	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	2	0	0	0	0	0	0	0
C3_29845	0	0	6	0	5	0	0	0	1	56	0	0	0	0	0	0	0	18	0	0	2	0	0	3
C3_29895	0	0	0	0	0	0	0	0	0	891	0	0	0	0	0	0	0	0	0	40	0	0	0	0
C3_2990	0	0	0	0	17	0	0	0	7	141	0	0	9	8	16	0	7	6	0	6	12	0	22	2
C3_29930	0	1	12	7	14	0	2	0	3	157	0	0	19	0	37	0	8	14	24	27	4	2	0	6
C3_29934	0	2	3	4	1	9	0	0	3	150	0	0	3	0	1	2	27	0	0	0	0	0	0	1
C3_29946	0	0	0	0	0	0	0	0	0	110	0	0	0	0	11	0	0	2	0	0	0	0	0	0
C3_29950	0	3	28	20	6	47	207	7	0	126	9	0	57	36	0	158	5	1	53	2	0	5	8	6
C3_29956	0	0	0	0	0	0	0	0	0	494	0	0	2	4	0	0	7	13	0	23	0	3	0	0
C3_29992	0	1	2	3	0	0	0	0	5	294	0	0	23	0	6	0	4	43	0	43	0	0	2	0
C3_30034	0	0	0	2	18	0	0	0	0	52	0	0	7	3	0	0	14	0	0	0	6	4	22	0
C3_30036	0	0	0	0	0	0	0	0	0	75	0	0	0	0	3	1	0	0	0	0	0	0	0	0
C3_30068	0	18	40	84	46	23	47	13	0	277	7	0	27	87	0	1	4	14	22	95	0	36	26	25
C3_30074	0	0	0	0	10	0	0	0	11	173	0	0	0	0	0	0	11	8	0	0	1	0	0	0
C3_30167	0	0	10	1	0	0	2	0	20	219	1	2	11	0	1	0	0	10	0	8	0	0	9	5
C3_30186	0	0	0	0	3	0	0	0	1	68	0	0	7	0	0	3	10	7	0	2	0	0	0	1
C3_30190	3	0	10	5	329	30	2	0	196	2439	15	11	34	89	200	5	55	2396	9	124	117	3	406	2
C3_30197	0	0	0	0	0	0	0	0	0	428	0	0	12	0	0	0	0	0	7	0	0	0	0	19
C3_30266	2	0	0	10	327	3	4	3	0	1521	10	0	0	1153	0	0	0	324	2	30	0	4	942	0
C3_30282	0	0	2	1	47	5	0	0	29	156	10	1	32	57	31	3	64	35	3	8	15	6	4	1
C3_30314	0	4	11	0	28	6	1	0	8	176	0	0	25	2	0	4	11	9	13	26	0	0	0	2
C3_3033	0	0	0	3	54	0	2	0	4	52	2	1	60	16	0	1	18	32	8	27	0	2	7	13
C3_30332	0	0	0	0	0	0	0	0	0	366	0	0	0	0	0	0	2	17	0	0	0	0	0	0
C3_30361	0	17	0	7	28	21	17	0	1	276	5	4	23	139	36	0	1	21	15	74	1	27	4	41
C3_30375	0	0	0	0	31	0	0	0	40	115	0	14	14	0	18	0	33	13	0	3	2	0	17	0
C3_3038	0	13	18	0	28	3	19	0	7	3078	4	6	82	27	7	4	69	609	6	45	15	0	43	19
C3_30411	0	3	0	1	1	1	0	0	0	135	6	0	2	0	1	2	1	27	1	1	0	12	0	6
C3_30423	0	0	0	0	0	0	0	0	69	196	0	10	2	0	0	0	0	160	0	0	0	0	6	0
C3_30464	0	0	0	0	115	3	0	0	0	2767	0	0	17	0	0	0	12	19	0	0	9	0	4	0
C3_30574	0	4	0	0	0	2	10	0	2	428	7	30	42	0	6	14	14	177	0	8	41	4	0	0
C3_30646	0	0	0	0	0	0	0	0	0	367	0	0	0	0	0	0	0	120	0	0	0	0	0	0
C3_30654	0	0	8	1	127	0	1	4	33	3483	1	21	14	18	101	5	5	68	0	20	29	0	272	0
C3_30659	0	0	0	0	0	0	0	0	1	96	0	0	0	0	8	2	2	0	0	0	0	0	0	0
C3_3066	0	28	96	42	164	50	70	0	46	873	6	6	91	1859	36	13	58	163	51	138	861	417	68	188
