ID	Marmota himalayana	Marmota sibirica	Marmota caudata	Marmota baibacina
M1_49204	0	144	0	0
M1_49208	774	1395	1993	2774
M1_49233	0	148	7	0
M1_49241	28	718	2	0
M1_49292	0	114	1	0
M1_49314	0	101	7	7
M1_49316	82	289	6	2
M1_49320	0	585	0	0
M1_49322	41	282	29	8
M1_49355	0	458	6	3
M1_49387	4	89	1	2
M1_49421	39	2199	167	18
M1_49441	0	2077	2	29
M1_49472	352	225	399	45
M1_49485	5	1098	49	136
M1_49507	1	294	0	0
M1_49557	3	363	0	2
M1_49563	0	162	2	16
M1_49572	540	1984	55	21
M1_49653	9	280	4	1
M1_49702	0	156	0	0
M1_49704	241	1083	1405	1248
M1_49749	54	748	2	1
M1_49759	100	903	752	342
M1_49776	3	201	19	3
M1_49804	5	310	0	0
M1_49820	0	92	1	1
M1_49840	0	169	0	0
M1_49861	1	152	0	0
M1_49864	0	206	12	1
M1_49871	5	311	0	0
M1_49872	2	324	0	5
M1_49889	4	70	123	424
M1_49917	1085	688	726	52
M1_49942	0	117	0	17
M1_49965	0	75	0	0
M1_49988	12	291	4	16
M1_50058	2	185	0	0
M1_50082	4952	5204	828	1807
M1_50107	7	199	3	6
M1_50114	0	167	1	11
M1_50147	15	165	16	8
M1_50149	0	694	8	6
M1_50150	181	201	22	7
M1_50238	0	122	1	8
M1_50249	175	365	193	606
M1_50285	39	106	0	2
M1_50290	29	72	0	0
M1_50304	0	1385	14	43
M1_50330	8	240	0	0
M1_50347	183	950	56	15
M1_50349	0	352	0	0
M1_50373	0	673	0	0
M1_50426	1	171	2	38
M1_50462	0	195	0	8
M1_50469	0	49	0	0
M1_50582	9	2299	32	25
M1_50632	0	101	2	2
M1_50635	41	682	243	248
M1_50651	42	512	61	29
M1_50652	12	177	37	35
M1_50704	0	71	6	8
M1_50719	0	111	0	0
M1_50749	62	358	1	0
M1_50758	0	546	0	0
M1_50763	1	263	17	7
M1_50775	0	83	0	0
M1_50805	52	840	57	201
M1_50846	1	175	1	8
M1_50849	21	117	12	14
M1_50882	128	3033	2	0
M1_50886	85	187	54	78
M1_50896	134	423	108	33
M1_50932	0	171	4	10
M1_50974	186	827	96	39
M1_51002	24	1313	13	10
M1_51027	33	411	0	2
M1_51042	0	195	0	0
M1_51074	11	3812	0	2
M1_51121	0	650	0	7
M1_51144	24	118	10	0
M1_51155	0	583	0	0
M1_51195	2	89	0	17
M1_51206	139	157	209	7
M1_51216	254	641	13	2
M1_51233	0	176	32	7
M1_51239	5	221	0	0
M1_51251	0	1522	0	5
M1_51252	100	913	0	0
M1_51269	3	147	36	17
M1_51284	0	114	0	4
M1_51302	1	141	1	0
M1_51313	2	308	5	2
M1_51347	16	573	2	13
M1_51381	0	126	0	0
M1_51399	0	147	0	0
M1_51402	9	644	1	0
M1_51424	43	547	94	131
M1_51448	0	470	1	2
M1_51478	6	348	1	30
M1_51531	144	790	32	2
M1_51560	0	108	0	0
M1_51601	10	2703	98	345
M1_51619	51	642	82	6
M1_51624	3	1290	1	2
M1_51638	3	604	1	6
M1_51673	0	54	0	0
M1_51680	2	135	1	9
M1_51694	320	1391	352	3168
M1_51801	0	1026	18	46
M1_51817	14	242	0	0
M1_51829	14	110	6	12
M1_51831	3	215	0	1
M1_51848	27	220	0	1
M1_51861	126	215	587	18
M1_51880	265	280	415	508
M1_51925	223	309	10	1
M1_51946	39	210	26	31
M1_51959	0	1343	0	0
M1_51980	2	703	4	0
M1_51982	3	119	4	0
M1_52055	76	1297	6	4
M1_52074	0	185	1	4
M1_52099	64	164	12	6
M1_52100	330	11956	387	185
M1_52113	85	449	123	91
M1_52196	13	1870	24	11
M1_52204	11	134	6	3
M1_52218	112	1001	59	85
M1_52224	0	152	0	0
M1_52266	0	85	0	0
M1_52277	9	124	0	1
M1_52318	119	341	86	42
M1_52329	0	92	0	2
M1_52406	10	162	8	3
M1_52419	14	112	2	3
M1_52441	0	255	0	0
M1_52444	0	1091	0	0
M1_52451	0	242	9	4
M1_52493	0	230	2	2
M1_52521	6	400	0	51
M1_52534	53	909	48	31
M1_52549	4	2962	12	46
M1_52575	53	889	3	3
M1_52602	0	58	17	0
M1_52603	6	798	0	1
M1_52606	0	72	0	0
M1_52616	74	228	28	39
M1_52658	3	103	0	0
M1_52673	9	1154	0	0
M1_52742	14	212	21	27
M1_52774	358	1073	307	288
M1_52796	29	143	4	9
M1_52830	0	533	14	15
M1_52842	2	895	15	6
M1_52871	0	191	0	0
M1_52884	39	121	6	0
M1_52919	0	121	5	1
M1_52946	5	140	2	0
M1_52962	0	36	0	0
M1_52984	0	1130	0	0
M1_53008	0	44	0	0
M1_53055	526	1333	5387	3648
M1_53076	9	105	8	6
M1_53098	21	147	10	5
M1_53105	9	435	7	3
M1_53166	8	750	665	0
M1_53174	18	121	13	4
M1_53179	847	3007	200	343
M1_53200	0	136	0	0
M1_53256	236	390	7	0
M1_53280	0	380	0	0
M1_53287	2	76	0	0
M1_53294	106	357	19	7
M1_53318	2436	2537	189	1122
M1_53394	0	259	8	10
M1_53405	0	95	0	0
M1_53419	28	168	10	36
M1_53473	0	306	10	5
M1_53497	12	106	16	3
M1_53515	0	136	0	0
M1_53519	6	166	79	18
M1_53529	126	355	28	41
M1_53603	1	245	0	0
M1_53615	26	151	17	8
M1_53629	13	335	0	2
M1_53643	0	142	0	0
M1_53654	0	328	2	0
M1_53668	27	227	5	5
M1_53681	1	2103	0	6
M1_53684	0	605	0	0
M1_53740	14	930	234	12
M1_53764	0	81	3	0
M1_53774	132	275	68	23
M1_53792	7	62	0	0
M1_53822	0	147	0	0
M1_53868	0	314	4	0
M1_53893	148	767	401	250
M1_53911	5	98	1	2
M1_53937	22	223	1	20
M1_53964	0	524	0	0
M1_53966	220	126	73	6
M1_54032	432	354	738	790
M1_54062	26	131	21	0
M1_54072	0	63	0	0
M1_54123	0	160	13	0
M1_54130	0	80	0	0
M1_54132	0	518	0	0
M1_54185	20	231	21	46
M1_54323	0	316	0	0
M1_54453	9	338	0	0
M1_54477	0	212	6	13
M1_54486	38	211	11	0
M1_54487	26	514	241	128
M1_54496	0	290	0	2
M1_54544	6	208	5	9
M1_54572	0	172	0	0
M1_54632	1	222	0	1
M1_54636	529	5300	1127	630
M1_54670	0	302	0	0
M1_54688	0	332	2	0
M1_54704	614	618	13	2
M1_54748	8	49	6	20
M1_54759	0	143	0	5
M1_54760	58	279	3	16
M1_54774	0	488	4	24
M1_54858	0	200	1	3
M1_54878	2	85	6	0
M1_54892	0	177	0	0
M1_54918	6	305	165	34
M1_54925	10	114	11	7
M1_54978	0	180	66	7
M1_54981	2	722	13	31
M1_55055	0	1088	1	4
M1_55065	250	2659	76	59
M1_55122	7	146	12	2
M1_55160	0	396	0	6
M1_55190	195	1992	51	11
M1_55209	2	7352	2	0
M1_55210	0	162	34	2
M1_55235	0	238	0	0
M1_55243	0	79	0	0
M1_55302	20	128	2	1
M1_55385	241	2409	58	48
M1_55468	36	71	0	0
M1_55473	0	144	67	6
M1_55479	38	1161	15	39
M1_55499	46	583	22	22
M1_55500	33	239	15	7
M1_55517	35	302	77	33
M1_55563	0	112	7	0
M1_55575	3	150	0	0
M1_55624	2	53	12	7
M1_55651	3	67	14	1
M1_55692	18	434	1	0
M1_55694	90	273	26	9
M1_55715	13	537	8	1
M1_55749	0	187	2	2
M1_55754	0	1055	19	9
M1_55757	0	101	4	36
M1_55780	11	288	1	1
M1_55801	46	755	34	122
M1_55805	24	173	0	16
M1_55812	314	707	74	40
M1_55821	3	64	5	3
M1_55889	0	444	0	0
M1_55924	0	1191	16	10
M1_55960	44	134	6	4
M1_56000	18	565	0	1
M1_56004	16	478	15	45
M1_56051	21	357	3	2
M1_56055	14	983	10	6
M1_56057	5	847	0	0
M1_56070	0	23255	0	14
M1_56109	37	101	2	5
M1_56116	46	404	354	73
M1_56154	3	56	3	2
M1_56159	25	999	1	0
M1_56162	40	296	38	14
M1_56239	4	1860	442	93
M1_56276	0	49	0	0
M1_56297	8	233	1	5
M1_56313	7	159	0	0
M1_56358	2	109	8	5
M1_56362	0	779	8	29
M1_56387	46	66	0	2
M1_56404	70	105	0	6
M1_56482	0	211	0	0
M1_56548	0	752	0	5
M1_56662	2	1341	1	0
M1_56732	0	432	6	1
M1_56741	61	123	51	54
M1_56776	121	334	35	23
M1_56786	73	135	42	6
M1_56811	4	73	2	0
M1_56824	0	632	10	4
M1_56899	6	176	8	2
M1_56905	18	169	17	25
M1_56909	5	164	8	1
M1_56941	82	676	61	36
M1_56976	10	64	9	0
M1_57027	6	775	20	8
M1_57059	0	328	3	25
M1_57070	0	102	11	10
M1_57101	2	143	2	0
M1_57110	0	105	0	0
M1_57138	3	597	2	2
M1_57162	23	318	11	11
M1_57169	1	328	11	4
M1_57235	14	241	7	7
M1_57266	3	146	6	5
M1_57267	0	77	0	0
M1_57288	0	104	6	0
M1_57300	36	310	0	2
M1_57305	0	70	2	0
M1_57328	47	114	0	0
M1_57350	126	411	47	45
M1_57381	0	232	5	12
M1_57387	0	237	0	0
M1_57416	0	643	0	4
M1_57431	0	119	0	0
M1_57470	8	610	2	0
M1_57488	0	149	0	0
M1_57492	0	556	0	0
M1_57520	24	148	21	5
M1_57581	6	270	1	9
M1_57588	1	274	0	0
M1_57593	0	659	15	43
M1_57671	2	2358	0	0
M1_57705	6	1441	13	5
M1_57734	15	407	8	11
M1_57798	0	130	20	0
M1_57804	0	175	0	0
M1_57843	1	231	0	0
M1_57914	170	3876	852	329
M1_57929	0	69	0	0
M1_57952	144	432	35	10
M1_57959	461	4684	73	10
M1_58022	3	434	12	6
M1_58042	7	99	12	17
M1_58091	2	309	0	4
M1_58158	28	348	59	83
M1_58169	43	774	51	80
M1_58183	0	306	109	130
M1_58197	80	458	23	18
M1_58205	2334	4092	4738	6172
M1_58214	6	116	5	15
M1_58263	0	550	1	0
M1_58268	11	374	0	4
M1_58312	0	104	15	2
M1_58314	138	392	0	12
M1_58403	1	3339	0	0
M1_58414	86	5234	60	37
M1_58419	14	86	19	44
M1_58420	0	153	6	6
M1_58421	7	299	0	0
M1_58483	55	433	32	3
M1_58493	54	873	35	2
M1_58520	51	86	6	0
M1_58566	473	793	77	509
M1_58656	2	97	33	0
M1_58693	1	861	5	12
M1_58694	0	115	1	4
M1_58735	130	344	53	59
M1_58736	18	265	12	6
M1_58751	0	67	2	0
M1_58817	34	110	37	41
M1_58818	37	445	30	9
M1_58884	6	68	6	2
M1_58914	30	101	20	5
M1_58927	0	307	2	132
M1_58977	14	290	24	34
M1_59075	1	116	3	1
M1_59084	64	157	2	1
M1_59145	19	100	0	5
M1_59179	54	97	0	0
M1_59187	192	453	146	66
M1_59188	2	105	7	0
M1_59208	10	136	13	10
M1_59218	0	160	0	0
M1_59229	24	261	204	1104
M1_59278	145	467	280	254
M1_59288	0	67	0	0
M1_59291	7	2062	0	0
M1_59304	0	1189	14	36
M1_59331	42	154	10	11
M1_59335	0	265	1	1
M1_59465	32	99	6	2
M1_59494	29	290	19	13
M1_59539	9	317	0	0
M1_59613	271	338	347	376
M1_59622	4	691	2	2
M1_59735	17	183	0	5
M1_59741	8	2283	16	43
M1_59766	9	184	0	0
M1_59785	0	134	0	0
M1_59850	1	98	0	0
M1_59862	25	249	1	9
M1_59875	2	109	0	0
M1_59879	161	277	617	164
M1_59893	2	406	9	17
M1_59895	2	109	7	0
M1_59897	11	72	0	0
M1_59926	0	292	26	4
M1_59933	0	181	0	0
M1_59948	150	775	131	63
M1_59979	346	343	10	8
M1_59993	15	1289	3	24
M1_60058	42	157	9	5
M1_60059	20	527	18	67
M1_60065	88	7389	245	102
M1_60078	0	84	0	0
M1_60088	0	90	0	0
M1_60111	139	867	70	18
M1_60120	0	101	0	4
M1_60129	20	95	17	7
M1_60162	3	13477	4	8
M1_60167	4	112	0	2
M1_60178	20	178	9	4
M1_60184	473	2029	76	98
M1_60206	7	494	0	0
M1_60215	11	4345	6	0
M1_60224	2	108	3	1
M1_60282	9	255	851	9
M1_60301	5	133	1	0
M1_60333	806	2228	186	435
M1_60340	12	155	0	0
M1_60389	0	185	26	10
M1_60439	48	298	97	59
M1_60446	1	106	3	0
M1_60449	0	674	0	3
M1_60451	2	1176	40	44
M1_60472	0	100	0	0
M1_60488	29	175	2	0
M2_3	0	94	31	145
M2_67	8	475	0	0
M2_101	4	109	1	0
M2_284	396	704	90	651
M2_580	438	2634	845	2101
M2_763	40	177	0	11
M2_791	42	136	65	224
M2_905	5	239	0	23
M2_934	0	390	3	5
M2_1066	0	2560	0	0
M2_1111	10225	15805	975	2056
M2_1421	0	112	25	0
M2_1437	0	203	3	0
M2_1451	678	303	363	153
M2_1469	3421	10268	5252	24473
M2_1494	6	2443	4	0
M2_1659	91	1268	398	159
M2_1687	0	3244	62	92
M2_1695	0	695	0	0
M2_1765	5	187	0	31
M2_1802	0	1483	38	824
M2_1845	114	739	0	0
M2_1909	1703	4964	2114	1809
M2_2039	1	1898	1	63
M2_2166	11	181	3	7
M2_2212	20	375	2	17
M2_2246	81	636	30	135
M2_2382	2	332	105	44
M2_2421	0	73	0	0
M2_2717	1331	1419	338	289
M2_2760	9173	19040	1828	7263
M2_2782	765	407	384	833
M2_2869	12955	18609	3696	9895
M2_2938	0	71	14	0
M2_2950	49	502	106	1244
M2_2976	23	3455	23	36
M2_3027	0	450	11	134
M2_3090	163	214	72	156
M2_3117	0	156	0	0
M2_3171	7	339	17	1
M2_3447	55	1134	11	52
M2_3531	0	89	8	0
M2_3624	306	2849	94	124
M2_3659	2555	12641	579	1487
M2_3768	4	951	121	61
M2_3852	474	475	435	631
M2_3960	58	6149	22	28
M2_3993	3	245	1	20
M2_3999	79	2285	4	50
M2_4235	504	2063	402	413
M2_4250	29	618	10	0
M2_4262	7956	5519	511	233
M2_4302	71	1473	29	107
M2_4392	0	100	1	0
M2_4444	16	893	0	0
M2_4460	382	654	143	21
M2_4511	767	2709	612	536
M2_4579	182	151	23	0
M2_4628	2	11011	21	8
M2_4838	336	1525	152	34
M2_4974	0	126	0	4
M2_5055	1605	4749	406	2365
M2_5058	5	1303	3	37
M2_5410	71	218	43	4
M2_5414	77	3397	98	17
M2_5504	0	598	23	19
M2_5563	807	2689	837	344
M2_5609	0	187	2	0
M2_5632	55	32622	52	8
M2_5728	420	446	123	225
M2_5754	10	126	23	16
M2_5882	13	76	0	1
M2_5959	10	878	10	16
M2_6054	43	6430	38	130
M2_6114	6	77	0	9
M2_6136	99	1637	258	48
M2_6214	6	123	11	68
M2_6241	19	744	7	57
M2_6386	0	155	1	0
M2_6400	0	1608	63	83
M2_6490	0	314	0	0
M2_6535	185	322	572	423
M2_6573	0	590	1	1
M2_6598	36	975	30	32
M2_6679	500	1025	27	10
M2_6719	61	1171	31	82
M2_6734	2137	935	835	393
M2_6827	9	1085	1	15
M2_6832	339	1007	23	62
M2_6898	6114	10310	4917	17885
M2_7070	26	610	72	125
M2_7087	0	518	27	5
M2_7366	0	149	0	0
M2_7424	58	1572	40	59
M2_7625	354	1834	721	666
M2_7644	37	282	84	156
M2_7793	50	1893	20	61
M2_7814	20	160	3	32
M2_7864	15	288	22	46
M2_8058	16	1014	1	8
M2_8091	18	294	16	0
M2_8150	62	2224	6	5
M2_8320	1	85	7	4
M2_8692	24	495	104	26
M2_8757	637	241	41	9
M2_8903	234	587	179	657
M2_9033	0	499	5	11
M2_9232	0	125	0	0
M2_9260	0	111	0	0
M2_9283	4	585	0	0
M2_9417	37	97	53	31
M2_9492	18	2665	0	0
M2_9590	15	180	43	26
M2_9600	1	61	0	0
M2_9605	14	1264	1	23
M2_9629	0	753	5	20
M2_9639	96	301	0	0
M2_9712	1	238	4	3
M2_9832	970	1934	1990	5686
M2_9869	1284	1198	399	1188
M2_9935	14	843	0	0
M2_10074	164	671	117	122
M2_10294	0	233	7	2
M2_10311	28	132	130	101
M2_10457	69	130	0	0
M2_10604	0	230	76	78
M2_10675	401	1939	731	388
M2_10699	16	102	0	0
M2_10774	88	1063	11	31
M2_10846	325	1100	273	303
M2_10854	0	296	22	12
M2_10875	76	284	51	63
M2_10951	162	95	105	95
M2_10962	185	896	78	50
M2_11074	0	2120	8	4
M2_11188	0	137	16	2
M2_11219	21	556	48	50
M2_11220	681	958	3071	1351
M2_11398	0	90	0	0
M2_11470	32	214	0	0
M2_11649	0	171	5	17
M2_11789	0	133	1	23
M2_11893	598	261	250	111
M2_11912	10	702	6	0
M2_11918	1	896	21	27
M2_12182	2	2032	2	11
M2_12446	0	1465	8	28
M2_12530	0	194	26	17
M2_12600	0	210	12	2
M2_12619	16	452	0	22
M2_12646	302	939	414	695
M2_12671	6	204	79	21
M2_12681	0	92	0	2
M2_12696	0	72	0	0
M2_12737	7	4600	87	14
M2_12810	20	156	16	0
M2_12848	2	1784	0	0
M2_12853	0	4218	6	6
M2_13179	0	926	0	0
M2_13284	0	82	0	0
M2_13411	0	261	22	12
M2_13517	212	374	203	252
M2_13521	0	2590	0	0
M2_13533	0	82	1	0
M2_13780	348	946	502	1012
M2_13881	31	78	27	0
M2_13882	2	244	2	33
M2_13900	0	313	0	0
M2_13965	40	467	0	11
M2_14122	112	346	0	9
M2_14397	45	97	40	31
M2_14471	106	248	12	9
M2_14708	7	1621	423	79
M2_14722	40	132	0	0
M2_14736	143	1567	5	26
M2_14739	1	359	0	2
M2_14745	2	592	2	60
M2_14869	44	630	0	0
M2_14882	0	273	0	1
M2_14917	67	906	8	38
M2_14988	3	674	2	43
M2_15044	0	661	0	53
M2_15046	89	830	396	161
M2_15212	2	58	0	0
M2_15226	476	828	112	80
M2_15239	8	168	2	2
M2_15261	30	231	17	25
M2_15322	72	228	612	320
M2_15361	0	174	2	0
M2_15487	2	349	7	31
M2_15503	0	134	0	0
M2_15508	0	291	0	2
M2_15540	14	167	26	8
M2_15550	0	214	20	19
M2_15599	377	727	259	411
M2_15638	673	7105	49	319
M2_15685	0	824	0	2
M2_15706	0	193	0	0
M2_15744	0	125	24	1
M2_15838	147	1740	645	805
M2_15997	3	620	53	35
M2_16008	0	231	6	14
M2_16045	6	444	2	40
M2_16128	113	304	174	85
M2_16133	20	395	146	688
M2_16171	0	276	2	0
M2_16181	5	504	4	6
M2_16194	5	138	0	0
M2_16253	565	391	185	162
M2_16358	263	3408	67	89
M2_16477	0	222	19	44
M2_16570	18	65	0	0
M2_16603	5	195	36	134
M2_16657	149	320	24	14
M2_16818	6	418	3	3
M2_16900	108	1140	1	38
M2_16985	161	517	64	294
M2_17127	0	57	1	2
M2_17248	7	65	0	2
M2_17351	6093	12505	2609	7972
M2_17397	8	466	9	11
M2_17427	12	70	0	0
M2_17440	364	895	90	129
M2_17754	25	325	0	0
M2_17771	284	731	71	76
M2_18108	0	439	66	23
M2_18192	0	101	7	8
M2_18411	0	502	6	0
M2_18416	0	1434	33	43
M2_18612	7	192	0	0
M2_18808	36	223	25	41
M2_19067	7	473	1	12
M2_19161	0	173	4	0
M2_19200	1	469	3	17
M2_19258	70	139	15	17
M2_19275	0	247	0	0
M2_19349	0	487	0	3
M2_19411	0	210	0	10
M2_19422	0	130	28	4
M2_19576	10	91	0	9
M2_19702	36	421	21	79
M2_19718	485	281	7253	385
M2_19773	0	80	0	0
M2_19794	0	149	0	1
M2_19875	111	1286	7	7
M2_19901	76	1080	90	152
M2_19908	3	230	108	74
M2_19942	0	229	0	5
M2_19959	0	474	0	0
M2_20232	60	702	80	544
M2_20242	1	18206	25	2
M2_20288	0	232	70	28
M2_20338	0	120	0	0
M2_20357	0	488	20	18
M2_20370	17	1351	0	0
M2_20408	5	57	2	2
M2_20815	14	1258	4	0
M2_20847	0	1935	49	24
M2_20862	14	331	14	12
M2_20922	2993	4313	432	185
M2_20938	44	113	0	0
M2_21279	0	307	13	19
M2_21397	0	166	0	2
M2_21432	50	726	867	1337
M2_21547	0	1182	3	0
M2_21660	27	242	0	4
M2_22002	122	2131	4	22
M2_22031	6	90	0	0
M2_22173	8	1668	0	0
M2_22255	29	4919	461	283
M2_22302	0	80	5	0
M2_22405	4	181	0	1
M2_22601	394	234	164	79
M2_22629	18	3909	62	0
M2_22728	0	558	2	0
M2_22849	0	159	9	2
M2_22872	113	7153	27	31
M2_22898	0	77	0	0
M2_22911	8	260	33	115
M2_22942	0	191	0	0
M2_22957	237	664	184	261
M2_23031	6	589	12	12
M2_23035	495	514	18	69
M2_23197	2	3030	15	82
M2_23269	783	1782	1507	1107
M2_23270	52	80	0	0
M2_23271	1	252	0	94
M2_23301	55	311	50	33
M2_23309	0	98	0	0
M2_23416	0	121	0	0
M2_23515	0	68	0	0
M2_23525	19	5668	224	194
M2_23546	0	133	2	73
M2_23552	69	459	12	8
M2_23650	20	192	69	462
M2_23977	798	3003	1522	1164
M2_24023	0	114	0	0
M2_24073	7	11817	18	11
M3_1	0	79	0	0
M3_22	0	499	0	2
M3_51	83	339	27	0
M3_60	0	1189	2	9
M3_73	4	106	0	28
M3_75	0	166	0	0
M3_230	14	562	0	5
M3_240	21	120	0	0
M3_483	77	137	21	8
M3_493	5	75	2	0
M3_576	0	91	0	0
M3_694	0	98	0	0
M3_738	241	310	17	42
M3_816	131	408	375	33
M3_836	6	110	0	10
M3_862	371	1545	2336	3161
M3_871	2	62	4	6
M3_897	0	79	23	14
M3_913	0	250	0	1
M3_1055	0	187	0	0
M3_1060	0	159	0	4
M3_1078	18	253	3	7
M3_1091	9	280	11	9
M3_1102	125	925	85	12
M3_1113	25	1066	65	58
M3_1117	325	2659	319	1104
M3_1157	7	108	0	0
M3_1166	34	719	4	31
M3_1322	0	77	0	0
M3_1735	463	1817	755	261
M3_1817	6	83	3	0
M3_1831	1	74	4	12
M3_1909	396	1330	367	167
M3_2036	59	72	33	57
M3_2111	0	844	0	0
M3_2143	326	662	1953	300
M3_2149	19	94	0	0
M3_2170	0	134	0	4
M3_2171	31	296	32	3
M3_2287	2	163	45	1
M3_2337	0	390	0	5
M3_2389	13	92	8	16
M3_2412	1	89	6	4
M3_2545	51	468	2	2
M3_2609	17	2385	1	43
M3_2627	0	78	0	0
M3_2671	25	24594	9	0
M3_2693	132	303	33	2
M3_2735	514	7378	24	199
M3_2825	20	173	20	0
M3_2830	153	444	63	5
M3_2838	274	1242	258	142
M3_2941	0	90	0	1
M3_2987	68	275	1	0
M3_3167	136	254	52	39
M3_3268	0	2320	0	0
M3_3314	363	1262	356	250
M3_3358	0	70	7	0
M3_3448	1133	2793	52	159
M3_3464	2	978	238	179
M3_3486	0	374	0	0
M3_3608	252	3016	4	45
M3_3705	102	370	146	16
M3_3733	1317	4563	29	28
M3_3739	3	154	4	0
M3_3793	8	201	4	1
M3_3876	0	50	0	0
M3_3921	922	1003	3669	2123
M3_3928	2125	1599	410	136
M3_4007	1	83	0	0
M3_4051	2	181	4	5
M3_4086	38	112	14	28
M3_4090	102	361	6	37
M3_4099	322	1242	384	134
M3_4131	48	450	506	409
M3_4140	24	1840	21	0
M3_4272	156	486	153	157
M3_4326	0	150	0	1
M3_4342	1	11742	0	4
M3_4471	324	134	19	5
M3_4574	0	170	0	90
M3_4623	2	60	3	0
M3_4632	61	163	46	37
M3_4669	33	1330	90	54
M3_4670	95	1032	1	0
M3_4845	4	133	0	1
M3_4884	0	1078	0	0
M3_4889	1	71	0	5
M3_4891	37	83	5	0
M3_4917	181	2198	545	46
M3_4947	0	93	1	0
M3_4982	39	294	106	29
M3_5010	832	365	356	122
M3_5048	2	275	5	2
M3_5057	0	215	0	0
M3_5068	1	167	1	1
M3_5074	34	103	8	6
M3_5169	40	251	18	5
M3_5209	6	202	0	0
M3_5257	33	149	0	2
M3_5344	3	8019	15	11
M3_5366	5	240	0	0
M3_5401	20	98	12	0
M3_5414	0	125	0	2
M3_5495	0	474	11	8
M3_5567	5712	10551	2950	8542
M3_5648	13	1258	0	0
M3_5692	30	352	4	7
M3_5697	1	127	0	1
M3_5721	0	1078	31	35
M3_5734	26	210	30	3
M3_5742	28	48	57	0
M3_5760	95	131	90	8
M3_5882	2	86	0	0
M3_6156	62	1455	587	2878
M3_6195	13	617	0	0
M3_6218	33	1617	4	2
M3_6245	2010	7310	2175	1150
M3_6279	0	101	0	0
M3_6291	0	84	0	0
M3_6458	94	1558	29	9
M3_6505	2	291	2	24
M3_6634	2	76	10	0
M3_6732	0	235	11	7
M3_6761	22	186	8	1
M3_6806	192	333	90	20
M3_6937	2	156	22	172
M3_7013	307	813	102	35
M3_7079	0	75	0	0
M3_7151	4	891	0	8
M3_7182	1317	3192	12	10
M3_7265	895	590	684	940
M3_7323	4	297588	1016	5
M3_7354	2892	14907	2219	7208
M3_7531	0	209	0	0
M3_7573	4	122	0	0
M3_7642	0	166	0	4
M3_7657	0	116	0	0
M3_7684	1275	201	2315	0
M3_7686	7	3724	0	0
M3_7811	0	88	0	0
M3_7870	359	1692	773	54
M3_7878	0	1102	0	0
M3_7931	0	217	10	8
M3_7935	227	2664	3	133
M3_8108	0	221	0	0
M3_8118	23267	173182	18709	3185
M3_8183	0	83	0	0
M3_8202	480	2514	21	11
M3_8222	0	58	0	0
M3_8293	69	149	19	3
M3_8312	0	315	0	0
M3_8339	54	1123	169	60
M3_8402	8	142	0	0
M3_8435	0	103	0	0
M3_8438	14	183	11	13
M3_8449	0	94	2	2
M3_8493	1	846	0	0
M3_8512	10	206	4	0
M3_8546	505	954	1009	294
M3_8668	8	272	132	0
M3_8689	6	89	0	10
M3_8713	594	1551	6598	193
M3_8792	129	179	443	447
M3_8904	2	546	0	0
M3_8911	0	108	0	0
M3_8958	0	275	0	0
M3_9104	13	362	17	2
M3_9107	1	93	9	0
M3_9115	2565	6855	842	3938
M3_9144	5184	11389	6681	1985
M3_9182	295	1030	55	57
M3_9210	3	44	8	0
M3_9266	2	170	0	0
M3_9295	21	162	77	75
M3_9348	151	342	578	142
M3_9383	47	104	214	14
M3_9443	17	548	14	0
M3_9489	46	1474	49	14
M3_9503	0	96	0	0
M3_9505	632	9602	148	57
M3_9510	79	3881	0	0
M3_9575	0	82	0	4
M3_9579	12	520	11	10
M3_9619	72	210	67	3
M3_9666	0	980	1	0
M3_9732	0	125	0	0
M3_9756	0	916	4	0
M3_9829	0	97	8	2
M3_9877	3	127	0	0
M3_9963	37	833	4	17
M3_10023	38	141	52	42
M3_10050	40	182	0	8
M3_10087	12	154	7	1
M3_10169	25	3777	33	324
M3_10349	39	283	654	30
M3_10371	44	825	74	9
M3_10376	7698	60665	8422	1111
M3_10443	2	245	0	0
M3_10508	12	121	5	1
M3_10574	193	486	302	15
M3_10614	0	68	0	0
M3_10639	3	1109	12	0
M3_10775	30	634	113	4
M3_10865	16	130	6	1
M3_10886	0	199	2	3
M3_10965	0	1064	0	0
M3_10968	0	200	0	2
M3_11075	30	65	58	1
M3_11132	1	228	6	0
M3_11155	0	2185	1	0
M3_11197	283	293	295	21
M3_11210	23	415	2	9
M3_11217	2	169	0	2
M3_11290	2	73	0	0
M3_11303	22	143	30	9
M3_11390	0	410	8	0
M3_11450	3	217	0	0
M3_11483	650	291	287	124
M3_11504	135	3142	11	0
M3_11637	5	563	48	38
M3_11644	79	459	0	0
M3_11655	20	233	5	36
M3_11685	8	465	0	0
M3_11686	7	61	0	2
M3_11756	36	3025	113	211
M3_11760	1	270	0	7
M3_11842	0	149	0	0
M3_11869	8	239	30	44
M3_12020	8	299	45	5
M3_12110	289	527	202	119
M3_12150	75	166	2	4
M3_12157	0	45	0	2
M3_12196	80	5574	44	206
M3_12261	10	976	6	19
M3_12310	1	131	59	11
M3_12378	3830	2363	5445	1363
M3_12457	10	241	21	4
M3_12477	22	296	102	23
M3_12498	0	180	0	0
M3_12691	0	89	0	0
M3_12723	5	143	14	0
M3_12735	125	159	147	42
M3_12762	0	996	0	0
M3_12808	191	120	86	61
