ID	Marmota himalayana	Marmota sibirica	Marmota caudata	Marmota baibacina
M1_21231	0	202	1	0
M1_21237	6	570	0	0
M1_21239	982	1684	85	68
M1_21268	66	305	12	6
M1_21301	16	107	2	1
M1_21318	77	349	42	81
M1_21335	442	288	85	325
M1_21336	429	619	75	12
M1_21355	282	1866	324	343
M1_21417	40	892	30	31
M1_21450	53	288	0	77
M1_21466	1046	765	2946	1663
M1_21470	143	531	737	1270
M1_21477	15	520	0	6
M1_21509	1	101	0	0
M1_21518	17	107	20	2
M1_21598	4	426	139	44
M1_21611	360	185	132	54
M1_21621	0	1992	0	0
M1_21687	63	458	6	0
M1_21705	47	592	14	28
M1_21760	8	338	4	2
M1_21784	98	126	39	16
M1_21846	715	163	254	869
M1_21873	0	167	0	1
M1_21876	2	223	22	34
M1_21894	665	705	67	34
M1_21902	3	287	3	16
M1_21921	86	455	1	3
M1_22060	9	195	13	0
M1_22061	114	1989	74	80
M1_22075	123	232	0	0
M1_22088	7	192	3	9
M1_22104	51	899	3	2
M1_22165	19	716	8	1
M1_22193	6	185	19	5
M1_22342	515	4513	156	459
M1_22358	57	798	1	8
M1_22392	828	1548	891	1361
M1_22406	33	145	2	2
M1_22432	0	526	7	10
M1_22438	8	104	87	87
M1_22441	10	255	0	3
M1_22447	7	438	0	0
M1_22472	9	101	2	0
M1_22497	1	2320	0	0
M1_22503	10	2066	10	7
M1_22548	89	2252	79	49
M1_22574	12	490	1	1
M1_22590	12	286	0	6
M1_22646	133	600	103	66
M1_22696	30	210	13	21
M1_22706	2	115	4	15
M1_22714	0	84	0	0
M1_22753	0	110	0	13
M1_22805	3	3055	0	0
M1_22816	2	369	0	6
M1_22822	0	329	0	0
M1_22880	5	183	0	0
M1_22905	1	137	3	4
M1_22920	52	890	102	55
M1_22954	34	1720	5	8
M1_22990	116	193	24	19
M1_22998	0	151	4	3
M1_23032	100	269	43	16
M1_23056	0	145	0	0
M1_23141	1	260	16	5
M1_23183	36	125	7	5
M1_23227	21	143	4	13
M1_23256	0	333	3	2
M1_23261	0	138	3	5
M1_23273	0	100	5	0
M1_23284	48	318	71	14
M1_23290	1138	1797	2	81
M1_23298	22	1459	0	9
M1_23332	90	1855	55	40
M1_23339	2	76	0	0
M1_23382	3	109	1	0
M1_23384	8	475	0	0
M1_23434	5	285	20	9
M1_23440	8	60	17	4
M1_23458	15	421	0	0
M1_23475	99	142	96	30
M1_23526	74	33090	169	120
M1_23536	53	1255	116	45
M1_23557	9	785	5	16
M1_23594	0	132	0	2
M1_23618	19	271	2	0
M1_23668	0	555	0	1
M1_23681	314	757	16	109
M1_23727	15	990	0	7
M1_23777	17	510	130	15
M1_23783	1	248	0	0
M1_23789	106	656	708	1091
M1_23790	314	430	10	2
M1_23817	0	836	0	1
M1_23947	0	616	0	0
M1_23987	1155	2123	29	500
M1_24010	0	93	0	0
M1_24131	5	111	0	78
M1_24181	9	141	11	9
M1_24190	8	313	1	20
M1_24196	247	452	453	113
M1_24204	2	1249	0	21
M1_24209	0	269	0	37
M1_24219	0	307	3	0
M1_24251	0	241	0	0
M1_24368	29	1037	90	65
M1_24387	0	203	0	1
M1_24402	0	187	0	0
M1_24405	0	128	21	0
M1_24408	7	841	26	0
M1_24410	0	80	3	0
M1_24418	252	3934	6	67
M1_24424	0	138	0	0
M1_24439	106	487	63	77
M1_24454	126	354	49	25
M1_24458	2	95	3	6
M1_24494	3	192	0	0
M1_24536	41	305	0	24
M1_24567	8	318	33	7
M1_24586	2	406	0	0
M1_24608	0	126	86	12
M1_24609	7	116	2	6
M1_24686	85	289	129	152
M1_24749	136	748	78	91
M1_24795	420	190	39	8
M1_24803	1	147	2	0
M1_24814	10	509	3	4
M1_24816	0	139	0	1
M1_24834	2	382	0	2
M1_24890	18	104	0	0
M1_24907	30	105	13	3
M1_25057	87	639	33	5
M1_25088	0	130	0	0
M1_25090	3249	3184	3866	1030
M1_25116	26	192	22	49
M1_25170	33	439	11	2
M1_25193	0	560	61	5
M1_25211	47	1416	92	119
M1_25238	80	211	15	10
M1_25268	0	114	1	1
M1_25300	0	64	0	2
M1_25313	2	527	0	0
M1_25327	159	522	21	9
M1_25356	16	79	41	50
M1_25366	0	99	0	0
M1_25395	1	83	1	0
M1_25431	22	5963	440	117
M1_25462	0	901	5	3
M1_25500	0	1288	0	7
M1_25507	239	725	293	523
M1_25534	26	1417	44	24
M1_25548	0	172	0	0
M1_25556	415	1585	595	536
M1_25590	44	318	0	2
M1_25617	70	111	39	9
M1_25663	36	377	0	0
M1_25669	0	116	0	0
M1_25709	128	663	128	337
M1_25765	139	289	10	9
M1_25769	31	187	2	0
M1_25780	25	142	25	57
M1_25790	3	362	7	0
M1_25795	5	782	4	0
M1_25841	22	1230	86	11
M1_25888	304	399	465	12
M1_26009	24	489	0	0
M1_26047	294	762	127	69
M1_26058	301	1112	17	1
M1_26103	70	236	4	0
M1_26112	28	292	19	8
M1_26116	220	367	39	7
M1_26138	0	335	0	60
M1_26152	282	355	255	660
M1_26156	10	101	168	4
M1_26163	46	182	2	11
M1_26204	2	3378	0	0
M1_26376	17	366	49	0
M1_26385	2	488	0	70
M1_26389	3	225	0	0
M1_26405	6	368	106	210
M1_26406	1858	2260	1356	941
M1_26505	0	4481	0	11
M1_26544	8	113	19	6
M1_26620	65	156	5	7
M1_26651	0	133	0	2
M1_26665	49	2440	93	25
M1_26677	378	1023	0	0
M1_26699	192	523	2	0
M1_26702	9	12567	36	0
M1_26723	2	131	12	9
M1_26751	113	427	147	45
M1_26772	9	2803	2	3
M1_26783	0	202	0	8
M1_26848	2	2717	20	8
M1_26900	0	774	0	0
M1_26962	12	8602	68	340
M1_26976	26	92	8	1
M1_26995	0	653	0	8
M1_27004	0	76	3	0
M1_27046	0	84	0	0
M1_27083	12	861	0	2
M1_27093	16	104	4	1
M1_27145	0	92	6	4
M1_27189	46	134	30	42
M1_27231	3	97	0	0
M1_27282	0	274	0	2
M1_27285	400	415	637	118
M1_27300	28	962	74	3
M1_27319	0	246	0	3
M1_27365	0	1320	90	118
M1_27373	88	421	69	62
M1_27399	524	521	117	371
M1_27411	35	1355	12	15
M1_27415	6	3084	28	21
M1_27576	19	80	0	1
M1_27583	0	153	8	0
M1_27602	468	4103	104	55
M1_27667	46	436	3	4
M1_27680	359	1909	0	12
M1_27705	34	96	13	11
M1_27716	0	1783	0	0
M1_27759	14	908	26	2
M1_27764	123	243	71	70
M1_27768	32	1063	2	2
M1_27769	3	397	0	0
M1_27785	0	155	0	0
M1_27809	1	98	4	0
M1_27818	10	136	9	5
M1_27885	45	132	3	0
M1_27902	0	116	0	27
M1_27952	8	162	17	66
M1_27957	0	1722	0	1
M1_27971	2	84	0	0
M1_27982	0	305	0	0
M1_28018	85	191	204	50
M1_28046	107	329	1	0
M1_28048	15	237	64	69
M1_28085	0	224	0	0
M1_28109	79	3654	3	66
M1_28173	80	579	18	27
M1_28194	232	191	37	122
M1_28219	0	67	0	2
M1_28220	12	114	3	7
M1_28234	325	1968	5	190
M1_28279	14	161	5	4
M1_28304	91	124	47	17
M1_28359	0	303	0	0
M1_28365	118	692	7	6
M1_28401	0	273	0	0
M1_28425	25	94	307	141
M1_28457	31	209	14	15
M1_28476	3	1459	44	137
M1_28483	1849	22212	6	62
M1_28494	81	656	2	4
M1_28511	0	114	1	21
M1_28555	2	1364	31	3
M1_28569	1226	11227	392	1501
M1_28574	0	96	0	2
M1_28589	208	470	185	367
M1_28595	112	447	0	5
M1_28607	49	147	4	5
M1_28610	36	320	85	23
M1_28630	0	64	0	10
M1_28640	20	141	0	2
M1_28670	8	170	13	4
M1_28707	518	2406	194	709
M1_28738	0	57	0	0
M1_28798	14	748	0	12
M1_28818	3	136	11	4
M1_28857	0	118	0	0
M1_28917	24	311	97	163
M1_28976	1	334	0	3
M1_28986	29	207	125	97
M1_28989	18	1329	0	4
M1_29002	101	406	146	491
M1_29004	66	1340	20	29
M1_29028	55	1481	77	24
M1_29147	42	405	3	0
M1_29155	41	345	10	30
M1_29178	2	188	0	0
M1_29186	31	151	2	0
M1_29206	0	161	2	9
M1_29209	0	91	0	6
M1_29210	5	627	1	11
M1_29223	38	423	4	0
M1_29254	6	172	112	18
M1_29319	66	3991	63	59
M1_29366	0	890	1	1
M1_29391	4	399	5	22
M1_29394	10	77	0	0
M1_29439	2	137	18	3
M1_29450	10	394	3	0
M1_29487	35	1083	7	33
M1_29499	4	191	1	8
M1_29526	3	411	0	0
M1_29541	84	1222	11	10
M1_29546	1	171	5	6
M1_29552	279	587	311	79
M1_29571	17	2707	0	5
M1_29593	0	68	0	0
M1_29681	0	299	0	0
M1_29684	37	127	0	7
M1_29701	1	85	0	0
M1_29714	83	7472	0	0
M1_29745	74	105	0	0
M1_29752	124	484	54	16
M1_29777	11	9454	112	129
M1_29868	1132	6316	150	349
M1_29869	835	7626	60	58
M1_29875	0	93	0	0
M1_29915	4	203	101	64
M1_29926	99	249	113	320
M1_29940	0	125	0	0
M1_29954	9	1062	31	17
M1_29982	35	316	0	0
M1_30058	0	106	0	0
M1_30140	0	110	1	6
M1_30163	20	65	25	10
M1_30170	170	123	28	24
M1_30198	6	267	0	0
M1_30242	23	552	238	323
M1_30247	0	56	0	0
M1_30260	27	229	14	0
M1_30275	7	326	0	0
M1_30319	24	211	39	19
M1_30348	1	1304	1	1
M1_30351	20	158	8	0
M1_30405	39	61	38	5
M1_30429	102	326	22	10
M1_30439	2	40	49	33
M1_30484	0	102	0	0
M1_30492	2	350	37	112
M1_30498	4	312	0	3
M1_30514	1	163	0	0
M1_30519	167	245	56	0
M1_30596	0	331	0	0
M1_30615	9	299	10	3
M1_30621	0	100	1	6
M1_30699	38	1595	0	13
M1_30705	0	567	0	0
M1_30791	34	10374	10	37
M1_30825	66	91	119	12
M1_30860	7	638	31	9
M1_30870	135	665	26	11
M1_30874	34	406	14	25
M1_30939	84	89	11	6
M1_30966	239	102	42	30
M1_30972	0	706	2	65
M1_31000	219	19857	338	162
M1_31050	0	88	0	0
M1_31061	616	7486	14	74
M1_31072	837	1546	113	188
M1_31081	1	204	0	0
M1_31082	78	1638	576	18
M1_31167	0	121	1	0
M1_31213	6	896	0	0
M1_31243	0	121	0	0
M1_31434	0	339	0	0
M1_31492	1898	1339	359	426
M1_31493	2	203	2	2
M1_31618	4	133	3	18
M1_31622	79	353	13	11
M1_31646	0	86	0	0
M1_31663	4	87	9	1
M1_31666	15	1497	7	2
M1_31718	0	344	0	0
M1_31775	388	611	316	203
M1_31803	143	581	5	8
M1_31827	20	614	10	43
M1_31855	2	110	41	6
M1_31888	0	1636	0	7
M1_31894	8	158	6	2
M1_31909	219	1218	168	22
M1_31945	2	498	1	0
M1_31952	0	183	0	1
M1_31968	3	300	1	31
M1_31969	24	345	5	15
M1_31994	0	137	0	0
M1_32035	2	79	13	6
M1_32057	0	247	0	0
M1_32084	0	76	0	1
M1_32091	1	278	2	2
M1_32092	16	478	4	32
M1_32141	5	359	0	0
M1_32151	31	237	31	56
M1_32164	424	785	230	40
M1_32225	1	255	2	0
M1_32233	7	438	0	0
M1_32272	2	115	22	14
M1_32344	0	634	0	1
M1_32370	0	784	2	0
M1_32413	113	616	7	16
M1_32467	3	137	0	4
M1_32477	66	1779	39	67
M1_32491	70	211	8	0
M1_32528	20	1131	20	24
M1_32568	24	1407	50	112
M1_32584	6904	394	515	9
M1_32590	12	148	0	0
M1_32606	2	4756	0	0
M1_32629	23	342	3	0
M1_32669	489	2200	0	30
M1_32752	63	102	37	6
M1_32789	0	621	0	0
M1_32790	1	2984	0	0
M1_32818	0	450	0	0
M1_32823	2	237	0	0
M1_32854	15	1145	2	0
M1_32857	2	128	0	0
M1_32896	10	1243	0	0
M1_32926	1	578	13	19
M1_32937	186	497	219	201
M1_32939	142	1231	7	1
M1_32963	53	2331	58	46
M1_32973	14	465	6	0
M1_32989	90	636	0	2
M1_32990	112	204	0	14
M1_33005	1	1617	1	1
M1_33011	0	526	3	9
M1_33028	295	8010	356	204
M1_33055	0	2416	0	0
M1_33108	4	649	8	0
M1_33119	0	177	11	65
M1_33166	0	118	0	20
M1_33177	0	92	0	0
M1_33181	1	1397	0	5
M1_33222	24	529	31	24
M1_33227	803	25381	209	1928
M1_33314	5	81	5	1
M1_33315	305	356	1	0
M1_33340	1	244	3	4
M1_33347	125	509	112	206
M1_33350	32	187	0	0
M1_33355	238	961	121	29
M1_33373	0	125	15	0
M1_33399	51	383	85	8
M1_33420	0	269	0	0
M1_33433	6	1019	0	19
M1_33477	782	816	921	346
M1_33526	14	137	31	2
M1_33534	6	248	21	9
M1_33552	135	2328	7	12
M1_33574	64	349	0	11
M1_33621	24	83	15	14
M1_33670	101	189	51	17
M1_33714	12	262	60	13
M1_33720	3	310	0	0
M1_33771	0	123	0	1
M1_33814	12	175	0	10
M1_33854	59	171	2	2
M1_33865	4	362	16	48
M1_33902	9	177	2	0
M1_33924	0	216	0	0
M1_33966	0	63	0	0
M1_34112	0	1342	0	0
M1_34153	0	173	0	2
M1_34242	0	101	1	1
M1_34244	60	264	2	0
M1_34245	3	198	0	7
M1_34248	19	237	9	8
M1_34251	0	145	2	0
M1_34255	42	567	141	649
M1_34260	430	989	6	0
M1_34294	14	1100	0	0
M1_34318	0	154	0	0
M1_34326	53	480	58	33
M1_34334	0	2173	0	0
M1_34341	0	266	3	2
M1_34346	4	195	10	3
M1_34383	2	119	4	3
M1_34402	6	79	2	0
M1_34424	16	171	0	0
M1_34487	13	94	0	3
M1_34507	9	89	28	2
M1_34519	12	60	9	14
M1_34528	78	61720	298	92
M1_34604	7	500	6	0
M1_34631	617	690	11	0
M1_34641	38	1584	0	12
M1_34649	0	119	42	2
M1_34677	168	319	96	67
M1_34837	30	636	24	17
M1_34908	4	171	0	3
M1_34926	0	189	84	13
M1_34928	0	264	7	2
M1_34948	19	1389	1	0
M1_34955	5	111	27	3
M1_34988	236	862	285	367
M1_35010	239	5015	49	336
M1_35047	2	1365	2	0
M1_35109	0	187	6	11
M1_35250	4	105	1	1
M1_35292	3	298	4	4
M1_35373	10	582	42	6
M1_35396	0	85	4	1
M1_35410	1	131	0	5
M1_35436	0	46	0	0
M1_35527	0	347	0	9
M1_35530	0	75	1	10
M1_35560	58	792	90	79
M1_35576	1	108	1	0
M1_35583	70	218	2	0
M1_35622	128	509	5	43
M1_35653	0	106	0	0
M1_35678	0	1234	16	14
M1_35686	0	111	0	0
M1_35718	0	164	0	0
M1_35793	1	178	8	0
M1_35880	915	7326	155	70
M1_35904	72	127	16	6
M1_35910	5	367	1	0
M1_35930	40	263	515	0
M1_35986	5	388	12	51
M1_36002	101	2240	55	154
M1_36038	0	5180	10	426
M1_36065	1258	1811	2516	1858
M1_36093	59	2057	20	8
M1_36117	17	363	8	0
M1_36133	249	1155	147	89
M1_36145	233	2203	190	558
M1_36155	14	202	12	7
M1_36185	1	56	7	2
M1_36232	2	97	9	1
M1_36273	9	140	9	6
M1_36316	0	81	7	2
M1_36465	8	151	4	1
M1_36565	74	193	9	4
M1_36586	9	1134	60	15
M1_36641	508	3642	23	0
M1_36646	43	682	0	0
M1_36672	7	71	0	5
M1_36684	42	293	0	0
M1_36717	0	107	0	0
M1_36725	0	910	2	2
M1_36730	76	1677	0	4
M1_36786	0	204	0	2
M1_36789	0	1301	9	14
M1_36874	0	72	0	0
M1_36923	20	168	17	3
M1_36930	325	2394	53	0
M1_36956	0	76	0	0
M1_36981	0	97	1	0
M1_37057	0	134	0	0
M1_37086	0	379	44	0
M1_37136	48	561	73	71
M1_37157	7	92	3	0
M1_37202	2	1892	0	0
M1_37269	13	325	180	197
M1_37270	26	84	15	2
M1_37323	340	1250	59	7
M1_37326	243	361	306	109
M1_37341	3	184	2	37
M1_37363	23	1739	101	4
M1_37391	0	190	0	0
M1_37409	98	136	123	0
M1_37413	22	521	4	1
M1_37425	162	507	9	11
M1_37426	7	276	2	4
M1_37461	0	124	59	29
M1_37496	41	361	54	17
M1_37497	0	102	0	0
M1_37501	13	804	2	0
M1_37535	0	1450	14	13
M1_37603	0	204	28	8
M1_37629	53	378	35	40
M1_37651	4	132	0	0
M1_37657	33	137	0	7
M1_37771	8	96	2	0
M1_37779	70	187	28	7
M1_37791	1	317	0	0
M1_37820	22	185	29	2
M1_37875	17	77	0	0
M1_37882	3	2250	8	6
M1_37884	16	735	139	143
M1_38015	2	890	3	2
M1_38021	13	121	2	12
M1_38054	0	478	0	17
M1_38055	3	103	0	4
M1_38121	273	1587	1	5
M1_38130	389	1092	234	30
M1_38132	8	2644	0	0
M1_38133	79	390	634	506
M1_38138	127	342	18	31
M1_38144	0	251	5	0
M1_38157	0	84	3	8
M1_38179	132	545	37	32
M1_38261	1	56	5	3
M1_38301	5	99	3	3
M1_38342	0	87	0	0
M1_38354	37	1698	13	41
M1_38411	33	345	20	17
M1_38420	10	107	9	20
M1_38429	5	64	18	9
M1_38441	4	205	4	2
M1_38450	0	182	0	1
M1_38457	5	2767	365	154
M1_38499	0	276	0	0
M1_38515	3	845	2	0
M1_38516	28	100	13	10
M1_38517	87	172	128	1
M1_38518	5	163	14	152
M1_38522	29	436	2	10
M1_38537	0	86	0	0
M1_38555	0	95	0	0
M1_38578	12	131	0	0
M1_38627	14	142	0	0
M1_38635	5	102	2	0
M1_38732	5	698	1	1
M1_38745	0	94	0	0
M1_38792	195	390	6	0
M1_38812	64	907	87	103
M1_38868	3	95	1	10
M1_38905	0	161	0	0
M1_38907	46	404	0	0
M1_38990	53	688	0	5
M1_39036	22	194	41	16
M1_39041	0	420	0	0
M1_39046	89	263	21	1
M1_39102	24	675	6	0
M1_39119	6	115	7	10
M1_39138	244	781	13	3
M1_39144	122	449	95	98
M1_39178	9	74	12	8
M1_39183	0	848	1	3
M1_39201	17	250	28	1
M1_39213	6	169	0	0
M1_39243	428	2732	84	30
M1_39262	2	233	0	0
M1_39284	44	1397	21	10
M1_39291	1	2360	13	9
M1_39297	0	108	0	66
M1_39317	48	2070	68	110
M1_39324	0	89	0	0
M1_39327	0	442	0	8
M1_39328	2	104	4	2
M1_39335	19	134	0	0
M1_39361	19	2417	166	80
M1_39440	0	226	14	0
M1_39480	35	163	11	0
M1_39521	222	559	22	22
M1_39615	0	3550	0	0
M1_39665	39	186	15	22
M1_39729	1	115	0	6
M1_39743	30	561	16	2
M1_39746	97	264	23	8
M1_39770	289	5568	215	104
M1_39785	1	95	0	0
M1_39837	1	209	0	1
M1_39855	27	2126	128	93
M1_39877	4	244	0	2
M1_39879	17	189	14	3
M1_39926	0	1147	1	1
M1_39946	12	558	7	23
M1_39959	20	828	47	11
M1_39966	0	96	0	0
M1_40077	0	94	0	0
M1_40200	0	79	4	0
M1_40284	0	84	0	0
M1_40288	23	119	2	2
M1_40331	9	1234	4	3
M1_40342	0	15457	4	0
M1_40351	17	482	0	4
M1_40388	46	127	3	3
M1_40396	5	390	80	15
M1_40407	16	119	0	1
M1_40416	0	189	0	0
M1_40474	0	59	1	0
M1_40493	0	209	0	0
M1_40562	0	447	0	0
M1_40568	2	154	0	0
M1_40596	7	427	0	0
M1_40655	14	229	10	10
M1_40699	0	761	1	3
M1_40718	23	465	5	37
M1_40834	0	118	2	28
M1_40835	2	242	2	6
M1_40836	0	356	0	0
M1_40842	341	190	61	154
M1_40901	24	288	1	11
M1_40936	71	237	157	20
M1_41005	13	87	4	9
M1_41023	62	142	12	10
M1_41027	0	498	0	40
M1_41088	0	137	0	2
M1_41226	24	105	31	5
M1_41232	412	177	235	177
M1_41304	0	48	0	0
M1_41321	4	209	4	0
M1_41323	128	89	67	25
M1_41337	11	3764	3	0
M1_41368	259	23181	194	78
M1_41407	0	560	25	1
M1_41475	16	432	40	9
M1_41523	10	164	0	2
M1_41533	6	443	6	28
M1_41536	19	249	41	8
M1_41543	5	161	13	2
M1_41574	0	473	0	0
M1_41679	2	320	26	6
M1_41687	15	136	167	17
M1_41729	0	276	0	0
M1_41745	5	118	4	14
M1_41748	9	124	0	2
M1_41828	386	1216	137	1656
M1_41850	0	69	4	1
M1_41858	289	458	427	732
M1_41882	110	263	12	8
M1_41905	75	172	405	371
M1_41919	4	1772	8	7
M1_41938	26	3952	9	104
M1_41981	0	239	0	1
M1_42002	18	358	40	15
M1_42017	4	112	0	1
M1_42120	39	341	55	75
M1_42141	6	92	17	6
M1_42167	133	558	6	105
M1_42186	209	283	697	59
M1_42208	0	589	2	0
M1_42238	154	2698	6	2
M1_42248	156	275	6	5
M1_42298	0	220	0	0
M1_42311	48	140	19	8
M1_42350	0	1226	0	13
M1_42363	48	484	0	2
M1_42415	467	6800	29	4
M1_42441	15	153	1	1
M1_42458	186	367	13	19
M1_42460	5	186	13	15
M1_42515	32	117	2	4
M1_42536	22	230	0	0
M1_42590	13	114	1	0
M1_42665	0	109	15	0
M1_42692	11	289	0	0
M1_42746	1	91	1	2
M1_42767	165	1697	0	78
M1_42796	24	135	13	1
M1_42903	0	1210	0	0
M1_42911	0	99	52	4
M1_43011	388	903	373	607
M1_43061	0	4627	0	0
M1_43131	0	239	0	0
M1_43164	5	132	11	0
M1_43216	85	314	4	3
M1_43267	91	658	4	0
M1_43271	91	200	19	0
M1_43278	133	346	143	83
M1_43324	44	334	3	0
M1_43331	1	563	2	0
M1_43334	23	302	1	96
M1_43352	2	1265	0	0
M1_43455	1	136	29	21
M1_43493	1	86	11	18
M1_43497	3	129	5	5
M1_43541	36	304	0	0
M1_43542	0	179	0	0
M1_43591	22	800	0	0
M1_43592	9	297	27	45
M1_43623	1	468	78	20
M1_43637	145	1446	7	60
M1_43654	0	323	0	0
M1_43669	0	120	0	0
M1_43673	100	544	41	2
M1_43712	226	530	1132	187
M1_43720	1	199	0	0
M1_43739	1	140	22	0
M1_43776	56	264	0	3
M1_43784	1	134	2	0
M1_43832	23	645	46	24
M1_43839	11	96	2	11
M1_43843	226	4463	54	3
M1_43853	0	63	1	1
M1_43884	0	87	0	0
M1_43914	66	583	7	4
M1_43989	1	303	8	0
M1_43991	94	188	127	81
M1_44021	107	124	52	0
M1_44030	19	412	0	5
M1_44084	50	828	2	4
M1_44126	0	281	0	0
M1_44130	0	200	0	0
M1_44161	19	123	7	0
M1_44177	0	2958	7	3
M1_44231	5	80	1	0
M1_44285	25	108	6	18
M1_44304	20	231	0	2
M1_44322	1175	411	213	104
M1_44366	9	794	0	0
M1_44465	43	110	5	4
M1_44522	97	525	209	151
M1_44550	2135	13696	2557	1214
M1_44577	0	164	18	26
M1_44613	3	1130	77	38
M1_44649	7	425	11	44
M1_44782	12	169	34	2
M1_44799	13	127	12	16
M1_44802	199	9455	1084	3292
M1_44812	545	769	664	228
M1_44828	27	1197	0	4
M1_44829	10	79	0	0
M1_44862	18	361	34	4
M1_44878	0	344	0	0
M1_44889	1549	4888	3887	6401
M1_44900	2	254	0	0
M1_44903	43	113	4	0
M1_44904	0	203	0	1
M1_44910	2	464	27	29
M1_44921	0	89	5	0
M1_44930	14	509	0	0
M1_44939	16	502	64	21
M1_44997	23	343	11	37
M1_45071	1	55	0	0
M1_45137	57	850	5	0
M1_45174	0	80	0	4
M1_45179	0	97	0	8
M1_45186	76	4572	106	155
M1_45252	12	163	9	12
M1_45264	2	85	8	0
M1_45266	30	317	16	62
M1_45268	0	93	12	0
M1_45294	2	105	4	6
M1_45295	0	286	3	7
M1_45312	33	479	0	0
M1_45350	51	172	12	10
M1_45396	16	706	50	63
M1_45405	1	940	0	4
M1_45457	11	139	21	11
M1_45467	21	154	1	0
M1_45510	0	173	13	0
M1_45519	73	1533	126	96
M1_45527	74	440	0	4
M1_45530	1	141	1	0
M1_45554	10	168	0	2
M1_45616	0	289	5	48
M1_45618	13	3236	185	53
M1_45623	6	224	2	0
M1_45632	0	215	11	18
M1_45644	0	562	0	3
M1_45658	0	208	2	0
M1_45665	0	243	1	3
M1_45673	487	666	2865	2157
M1_45689	0	55	1	0
M1_45699	8	462	3	6
M1_45715	18	149	5	4
M1_45722	412	1953	274	801
M1_45749	0	8065	4	0
M1_45798	4	130	21	1
M1_45860	0	101	0	5
M1_45980	52	122	0	0
M1_45998	0	205	0	1
M1_46016	1	152	7	19
M1_46021	7	165	0	2
M1_46022	174	306	59	27
M1_46034	26	394	8	14
M1_46050	36	1082	13	9
M1_46064	0	435	0	1
M1_46143	0	57	4	2
M1_46152	0	119	2	8
M1_46155	0	117	7	21
M1_46180	0	71	2	1
M1_46198	3	258	0	3
M1_46212	180	710	14	0
M1_46227	0	645	0	3
M1_46311	0	46	4	21
M1_46316	6	355	1	8
M1_46320	1928	8237	1996	1021
M1_46322	7	82	10	0
M1_46383	67	2247	15	6
M1_46415	0	824	0	17
M1_46418	3	238	0	1
M1_46424	346	1548	2	0
M1_46433	0	50	0	0
M1_46523	3	149	5	0
M1_46524	1	242	0	3
M1_46528	72	1292	3	0
M1_46568	0	96	0	0
M1_46609	17	267	62	64
M1_46640	12	519	0	0
M1_46673	26	219	2	9
M1_46692	0	3430	0	73
M1_46705	18	1520	352	48
M1_46765	18	79	28	3
M1_46772	32	298	6	0
M1_46777	55	385	7	2
M1_46787	4	369	6	2
M1_46804	0	151	0	0
M1_46808	173	684	29	6
M1_46831	0	89	0	0
M1_46850	33	154	14	6
M1_46886	8	162	143	6
M1_46894	30	127	0	0
M1_46899	7	209	12	34
M1_46954	58	919	377	52
M1_47000	9	380	34	24
M1_47001	0	74	0	0
M1_47053	178	595	103	104
M1_47064	2	2236	258	80
M1_47080	0	4151	0	0
M1_47093	2	184	0	1
M1_47162	0	91	3	2
M1_47165	15	1214	4	2
M1_47203	0	115	0	0
M1_47206	2	108	0	4
M1_47214	0	126	1	2
M1_47216	2	194	3	25
M1_47260	0	167	2	0
M1_47286	0	185	0	4
M1_47321	116	128	28	68
M1_47328	0	136	0	9
M1_47344	101	431	52	80
M1_47356	0	537	0	13
M1_47394	5	191	3	19
M1_47415	13	427	2	0
M1_47426	409	15170	224	3
M1_47507	0	60	18	13
M1_47532	1	114	2	0
M1_47541	247	1277	497	458
M1_47553	0	139	0	0
M1_47620	11	492	0	4
M1_47646	0	828	3	9
M1_47647	2	193	2	0
M1_47656	1	120	0	0
M1_47683	7	2285	1	60
M1_47706	6	145	0	0
M1_47787	0	75	5	0
M1_47935	8	1027	0	8
M1_47964	10	880	0	1
M1_48001	3	125	0	0
M1_48008	70	1963	97	362
M1_48010	0	93	0	0
M1_48044	0	199	0	0
M1_48057	3	254	3	3
M1_48091	7	118	0	0
M1_48124	1	141	39	0
M1_48130	393	1107	1217	1784
M1_48195	43	193	17	17
M1_48204	0	181	0	0
M1_48221	459	557	990	184
M1_48229	3	93	3	7
M1_48245	3	110	0	0
M1_48280	148	256	7	18
M1_48286	1	97	3	0
M1_48311	0	60	53	88
M1_48365	1	2194	0	0
M1_48431	10	245	17	2
M1_48448	25	99	10	4
M1_48491	0	99	3	2
M1_48526	0	1338	0	7
M1_48548	3	77	11	21
M1_48553	2	63	2	13
M1_48592	99	2122	57	3
M1_48595	109	428	31	10
M1_48606	237	905	2	30
M1_48633	14	312	1	0
M1_48638	5	75	2	2
M1_48667	1	66	1	2
M1_48697	2	123	0	0
M1_48727	23	980	11	110
M1_48746	3	365	1	0
M1_48756	0	53	0	0
M1_48798	0	106	0	0
M1_48821	0	158	14	0
M1_48842	12	205	0	3
M1_48851	30	556	4	0
M1_48854	98	247	44	0
M1_48890	98	306	68	71
M1_48923	52	379	239	975
M1_48929	0	83	0	0
M1_48951	14	236	1	0
M1_48970	0	135	30	13
M1_49022	0	67	8	18
M1_49034	0	262	0	0
M1_49036	33	56	67	0
M1_49059	1	193	2	0
M1_49079	235	250	272	346
M1_49087	14	146	42	4
M1_49160	0	3670	3	2
M1_49163	0	187	3	0
M1_49182	0	134	0	0
M1_49185	18	534	0	0
